name: AOE II: The Conquerors Europe 1v1 Room v1.0C id:65543   sid:6   server:203.117.124.16  gid:1021  game:AOE II        ml:1  
name: Vietnam DotA ROOM 027 v1.24e              id:1114108 sid:16  server:203.162.56.76   gid:1001  game:WC3/RPG       ml:20 
name: Vietnam DotA ROOM 025 v1.24e              id:1114109 sid:16  server:203.162.56.76   gid:1001  game:WC3/RPG       ml:20 
name: Vietnam DotA ROOM 043 v1.24e              id:1114110 sid:16  server:203.162.56.76   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 041 v1.24e              id:1114111 sid:16  server:203.162.56.76   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 062 v1.24e              id:1114113 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Custom Map TOWER Defense ROOM 04          id:1114114 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map TOWER Defense ROOM 03          id:1114115 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map TOWER Defense ROOM 02          id:1114116 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map TOWER Defense ROOM 01          id:1114117 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Pudge Wars Reloaded ROOM 1     id:1114118 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Pokemon Defense                    id:1114119 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Naruto Room 01                 id:1114120 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam Thien Kiem ROOM 10 v1.24e         id:1114130 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam Thien Kiem ROOM 09 v1.24e         id:1114131 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam Thien Kiem ROOM 08 v1.24e         id:1114132 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam Thien Kiem ROOM 07 v1.24e         id:1114133 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DDay ROOM 03 v1.24e               id:1114134 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Hero Defense Room 09           id:1114135 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Tong Hop Room 10               id:1114136 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Hero Defense Room 08           id:1114137 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Green TD ROOM 05               id:1114142 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Green TD ROOM 04               id:1114143 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 18                       id:1114144 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 17                       id:1114145 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 16                       id:1114146 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 15                       id:1114147 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 14                       id:1114148 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 13                       id:1114149 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 12                       id:1114150 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 11                       id:1114151 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 10                       id:1114152 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Maps Room 09                       id:1114153 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 007 v1.24e              id:1114154 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:20 
name: Vietnam DotA ROOM 006 v1.24e              id:1114155 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:25 
name: Vietnam DotA ROOM 005 v1.24e              id:1114156 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:30 
name: Vietnam DotA ROOM 003 v1.24e              id:1114158 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:30 
name: Vietnam DotA ROOM 002 v1.24e              id:1114159 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:25 
name: Vietnam DotA Clan War ROOM 02 v1.24e      id:1114171 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA Clan War ROOM 01 v1.24e      id:1114172 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:3  
name: Vietnam DDay 20.0fe ROOM 04 v1.23         id:1114175 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DDay 20.0fe ROOM 05 v1.23         id:1114176 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DDay 20.0fe ROOM 03 v1.23         id:1114177 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DDay 20.0fe ROOM 02 v1.23         id:1114178 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 15 v1.24e           id:1114179 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DDay 19.9b ROOM 01 v1.23          id:1114182 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:20 
name: Garena Online Tournament ROOM             id:1114184 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: Vietnam DotA ROOM 071 v1.24e              id:1114185 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:10 
name: Vietnam DotA ROOM 070 v1.24e              id:1114186 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 069 v1.24e              id:1114187 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 068 v1.24e              id:1114188 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 067 v1.24e              id:1114189 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 065 v1.24e              id:1114190 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 064 v1.24e              id:1114191 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 063 v1.24e              id:1114192 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 060 v1.24e              id:1114193 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 059 v1.24e              id:1114194 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 058 v1.24e              id:1114195 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 057 v1.24e              id:1114196 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: AOE I : Ha Noi Pro ROOM 05                id:1114197 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Ha Noi Pro ROOM 06                id:1114198 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: Vietnam DotA ROOM 054 v1.24e              id:1114199 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: AOE I : Ha Noi Pro ROOM 07                id:1114200 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Ha Noi Pro ROOM 08                id:1114201 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Ha Noi Pro ROOM 09                id:1114202 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: Vietnam DotA ROOM 050 v1.24e              id:1114203 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: AOE I : Ha Noi Room 09                    id:1114204 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA ROOM 048 v1.24e              id:1114205 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 047 v1.24e              id:1114206 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: AOE I : Ha Noi Room 10                    id:1114207 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Noi Room 11                    id:1114208 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Noi Room 12                    id:1114209 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Bac Ninh Room 01                  id:1114210 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA ROOM 042 v1.24e              id:1114211 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: AOE I : Bac Ninh Room 02                  id:1114212 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA ROOM 040 v1.24e              id:1114213 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 125 v1.24e              id:1114221 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 124 v1.24e              id:1114222 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 123 v1.24e              id:1114223 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 122 v1.24e              id:1114224 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 121 v1.24e              id:1114225 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 120 v1.24e              id:1114226 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 119 v1.24e              id:1114227 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 118 v1.24e              id:1114228 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 117 v1.24e              id:1114229 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 116 v1.24e              id:1114230 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 115 v1.24e              id:1114231 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 114 v1.24e              id:1114232 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 113 v1.24e              id:1114233 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 112 v1.24e              id:1114234 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 111 v1.24e              id:1114235 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 110 v1.24e              id:1114236 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 109 v1.24e              id:1114237 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 108 v1.24e              id:1114238 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 107 v1.24e              id:1114239 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 106 v1.24e              id:1114240 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 105 v1.24e              id:1114241 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 104 v1.24e              id:1114242 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: AOE I : Vinh Phuc Room 02                 id:1114243 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vinh Phuc Room 01                 id:1114244 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 17                   id:1114245 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Solo Random Room 02               id:1114246 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 16                   id:1114247 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 15                   id:1114248 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 14                   id:1114249 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 13                   id:1114250 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 12                   id:1114251 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 11                   id:1114252 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 10                   id:1114253 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 09                   id:1114254 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 08                   id:1114255 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 07                   id:1114256 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 06                   id:1114257 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Vietnam ROOM 05                   id:1114258 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Vietnam ROOM 04                   id:1114259 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Vietnam ROOM 03                   id:1114260 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Vietnam ROOM 02                   id:1114261 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Vietnam ROOM 01                   id:1114262 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Thanh Hoa Room 02                 id:1114263 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Thanh Hoa Room 01                 id:1114264 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Thanh Hoa Pro Room 02             id:1114265 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Thanh Hoa Pro Room 01             id:1114266 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Thai Nguyen Room 02               id:1114267 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Thai Nguyen Room 01               id:1114268 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Thai Nguyen Pro Room 02           id:1114269 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Thai Nguyen Pro Room 01           id:1114270 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Thai Binh ROOM 02                 id:1114271 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Thai Binh ROOM 01                 id:1114272 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Cung R Room 02                    id:1114273 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Cung R Room 01                    id:1114274 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Nha Trang Room 02                 id:1114275 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Nha Trang Room 01                 id:1114276 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Nghe An Room 02                   id:1114277 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Nghe An Room 01                   id:1114278 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Nam Dinh ROOM 02                  id:1114279 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Nam Dinh ROOM 01                  id:1114280 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Nam Dinh Pro ROOM 02              id:1114281 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Nam Dinh Pro ROOM 01              id:1114282 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:5  
name: AOE I : Ninh Binh Room 01                 id:1114283 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ninh Binh Room 02                 id:1114284 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Tinh Room 01                   id:1114285 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Tinh Room 02                   id:1114286 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Vietnam ROOM 18                   id:1114287 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Noi Room 13                    id:1114288 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Noi Room 14                    id:1114289 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Ha Noi Room 15                    id:1114290 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Solo Random Room 01               id:1114291 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA ROOM 001 v1.24e              id:1114292 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:25 
name: Vietnam DotA ROOM 004 v1.24e              id:1114293 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:25 
name: Vietnam DotA ROOM 033 v1.24e              id:1114295 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 038 v1.24e              id:1114296 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 039 v1.24e              id:1114297 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DotA ROOM 066 v1.24e              id:1114298 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:15 
name: Vietnam DDay 19.9b ROOM 16 v1.23          id:1114303 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA IMBA ROOM 09 v1.24e          id:1114307 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA IMBA ROOM 10 v1.24e          id:1114308 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 11 v1.24e           id:1114309 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 12 v1.24e           id:1114310 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 13 v1.24e           id:1114311 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 14 v1.24e           id:1114312 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 01       id:1114313 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 02       id:1114314 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: VietNam Glory of the Heroes ROOM v1.24e   id:1114315 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 135 v1.24e              id:1114316 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 09 v1.24e           id:1114317 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 10 v1.24e           id:1114318 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA IMBA ROOM 04 v1.24e          id:1114319 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA IMBA ROOM 05 v1.24e          id:1114320 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 136 v1.24e              id:1114321 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 137 v1.24e              id:1114322 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 138 v1.24e              id:1114323 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 139 v1.24e              id:1114324 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 140 v1.24e              id:1114325 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 141 v1.24e              id:1114326 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 01 v1.24e           id:1114327 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 02 v1.24e           id:1114328 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 03 v1.24e           id:1114329 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Green TD ROOM 02               id:1114333 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Green TD ROOM 03               id:1114334 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Hero Defense Room 06           id:1114335 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Hero Defense Room 07           id:1114336 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 06 v1.24            id:1114337 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 07 v1.24e           id:1114338 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA LoD ROOM 08 v1.24e           id:1114339 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA IMBA ROOM 01 v1.24e          id:1114340 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA IMBA ROOM 02 v1.24e          id:1114341 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA IMBA ROOM 03 v1.24e          id:1114342 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 126 v1.24e              id:1114343 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 127 v1.24e              id:1114344 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 128 v1.24e              id:1114345 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 129 v1.24e              id:1114346 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 130 v1.24e              id:1114347 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:5  
name: Vietnam DotA ROOM 131 v1.24e              id:1114348 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 132 v1.24e              id:1114349 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 133 v1.24e              id:1114350 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 134 v1.24e              id:1114351 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: AoE I: Clan SkyRed                        id:1179595 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA ROOM 167 v1.24e              id:1179597 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 166 v1.24e              id:1179598 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 165 v1.24e              id:1179599 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 164 v1.24e              id:1179600 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 163 v1.24e              id:1179601 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 162 v1.24e              id:1179602 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 161 v1.24e              id:1179603 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 010 Anh Em v1.24e       id:1179604 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:20 
name: Vietnam DotA ROOM 005 Anh Em v1.24e       id:1179605 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:25 
name: Custom Map Divide and Fight ROOM 20       id:1179606 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 19       id:1179607 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 18       id:1179608 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 17       id:1179609 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 16       id:1179610 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: AOE I : ĐH Thương Mại Room 01             id:1179611 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Clan 1st Room 02                  id:1179612 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: AOE I : Cao Bang Room 01                  id:1179613 sid:17  server:203.162.56.77   gid:1020  game:AOE I         ml:1  
name: Vietnam DotA ROOM 160 v1.24e              id:1179614 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Vietnam DotA ROOM 159 v1.24e              id:1179615 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 13       id:1179616 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
name: Custom Map Divide and Fight ROOM 12       id:1179617 sid:17  server:203.162.56.77   gid:1001  game:WC3/RPG       ml:1  
